task_type,duration_min,rows_processed,null_rate_pct,schema_changed,upstream_failed,rows_delta_pct,hour_of_day,day_of_week,retry_count,queue_time_min,failed
load,50.0,70414,2.11,0,1,5.0,9,2,1,1.9,1
load,25.1,17908,0.83,0,0,-32.5,15,2,0,7.9,0
dbt_model,35.0,2927,1.01,0,0,-28.0,19,6,0,1.0,0
extract,40.6,9089,1.38,0,0,1.2,17,5,0,0.0,1
extract,35.7,282133,0.11,0,1,18.5,21,4,2,2.6,1
extract,33.5,40930,1.98,0,0,2.4,10,4,1,4.4,0
quality_check,18.0,74737,0.31,0,0,9.2,5,5,2,7.1,0
load,25.1,23902,1.48,0,0,-1.1,10,5,2,1.5,0
extract,38.6,12642,1.7,0,1,17.3,6,5,0,2.3,1
quality_check,37.4,531846,2.88,0,0,11.1,8,0,1,0.3,0
dbt_model,35.0,26873,0.17,0,0,-18.4,2,5,0,2.3,0
dbt_model,32.2,17865,0.19,1,0,8.1,18,2,1,0.3,1
dbt_model,55.0,209782,1.86,0,0,-27.8,21,1,1,0.0,0
quality_check,26.4,11432,0.99,0,0,8.1,2,1,0,7.6,0
load,45.0,14022,0.15,0,0,-5.1,1,6,1,2.3,1
extract,33.5,36915,0.5,0,0,2.9,19,5,0,1.9,0
dbt_model,47.5,36331,3.49,0,0,5.8,22,2,1,2.3,1
dbt_model,21.9,55015,0.91,0,0,5.1,0,6,0,6.8,0
dbt_model,39.7,1031650,2.83,0,1,25.5,15,3,0,3.5,0
load,29.6,62192,1.6,0,0,0.6,9,5,0,11.1,0
quality_check,26.9,808,2.06,0,0,3.4,18,5,2,3.5,0
dbt_model,44.1,61210,0.38,0,0,23.9,12,1,0,1.3,0
load,35.8,38584,0.93,0,0,34.1,5,5,1,2.0,0
dbt_model,43.3,38929,0.97,0,0,-0.3,6,6,0,2.9,0
dbt_model,26.9,53826,1.72,0,0,-9.2,14,3,0,6.0,0
dbt_model,24.8,34686,0.91,0,1,-8.3,6,2,0,3.5,0
extract,32.2,33383,1.48,0,0,8.1,2,3,1,1.1,0
load,33.6,96845,2.63,0,0,-3.7,12,5,0,2.7,0
extract,29.1,15255,0.54,0,0,-31.5,15,2,0,2.3,0
dbt_model,21.0,7972,0.52,0,0,20.2,19,0,2,2.9,0
dbt_model,51.4,4583852,0.45,0,0,14.7,14,0,0,0.8,0
dbt_model,27.0,11552,0.43,0,0,20.6,9,5,1,6.6,0
extract,45.4,42626,0.55,1,0,24.2,19,4,0,1.0,0
extract,28.2,3317,0.2,0,0,3.4,10,1,2,0.4,0
quality_check,38.4,43754,0.36,0,0,4.7,15,4,0,1.7,0
load,34.7,8158,0.18,0,0,18.1,21,2,0,0.4,0
extract,23.6,17890,1.44,0,0,-21.9,23,3,1,1.9,0
dbt_model,38.4,193320,2.73,0,0,-6.3,10,1,1,1.1,0
dbt_model,50.9,77281,1.04,0,0,-1.1,11,0,0,2.1,0
load,36.1,90170,2.87,0,0,16.6,20,6,2,1.3,0
quality_check,35.4,2134,0.9,0,0,-9.7,13,3,0,1.0,1
quality_check,43.6,686274,0.06,1,0,-12.8,18,6,2,3.5,0
dbt_model,31.7,5393,0.45,0,0,-7.8,1,0,0,0.1,0
dbt_model,38.2,419029,0.64,0,0,8.5,19,2,1,3.3,0
dbt_model,40.0,186180,0.7,0,0,-1.2,2,3,0,1.9,0
load,40.7,91466,1.59,0,0,-26.1,9,0,0,5.5,0
quality_check,17.7,9246,0.79,0,0,-22.6,4,5,0,1.9,0
extract,34.9,46283,1.4,0,0,2.5,22,6,0,2.8,0
quality_check,29.3,17094,0.62,0,0,3.1,2,1,1,2.3,0
extract,28.8,38042,0.53,0,0,0.5,13,6,1,4.0,0
quality_check,43.2,24347,2.94,0,0,-8.5,3,6,1,3.0,0
quality_check,20.0,1391,3.61,0,0,14.2,0,2,2,17.2,0
extract,22.8,218568,0.84,0,0,6.6,6,4,2,0.1,0
dbt_model,39.2,31895,2.08,1,1,6.0,1,3,0,13.9,1
extract,18.1,16719,1.21,0,0,6.7,6,1,1,2.8,0
dbt_model,13.3,14816,1.62,0,0,28.8,3,1,0,7.2,0
load,41.4,64442,0.02,0,0,-18.4,16,1,1,2.5,0
extract,31.2,8690,0.19,0,0,-7.6,4,6,0,1.1,0
dbt_model,30.2,984,0.09,0,0,-6.1,11,0,0,2.2,0
load,29.4,69661,0.2,0,0,22.6,0,3,0,1.0,0
dbt_model,21.2,83330,0.76,0,0,-6.7,22,6,0,0.6,0
extract,21.0,26386,1.82,0,0,-14.3,10,3,0,10.7,0
dbt_model,26.6,5786,0.06,0,0,-1.9,8,0,0,4.1,0
dbt_model,21.0,41868,0.3,0,0,1.9,7,2,0,0.9,0
dbt_model,30.9,3486,0.43,1,0,21.5,1,4,0,4.0,0
dbt_model,25.2,7019,1.5,0,0,-6.8,6,0,0,1.9,0
load,31.8,10925,0.09,0,0,-12.4,20,5,0,10.4,0
dbt_model,36.0,140126,0.02,0,0,-16.4,9,4,2,0.3,0
dbt_model,34.7,20329,0.81,0,0,-6.2,20,1,0,5.7,0
load,35.5,17737,1.66,0,0,46.1,4,5,1,6.8,0
load,34.6,828612,0.35,0,0,6.9,8,2,0,2.3,0
dbt_model,34.9,63827,0.84,0,0,10.8,15,2,2,0.1,0
extract,35.3,62466,0.54,0,0,-0.0,1,2,0,1.5,0
dbt_model,9.4,20100,1.79,0,0,2.5,8,2,0,2.0,0
dbt_model,36.4,13985,0.82,0,0,14.2,21,5,0,1.9,0
extract,27.5,1098,3.72,0,0,10.1,11,0,1,11.7,0
dbt_model,40.0,171096,1.92,0,0,6.3,22,6,0,1.4,0
load,21.9,74406,2.34,0,0,0.3,3,5,0,4.8,0
extract,28.9,27264,0.15,0,0,-6.3,23,6,0,3.2,0
quality_check,22.0,29156,0.64,0,0,7.6,21,4,0,10.7,1
extract,41.0,117928,1.23,0,1,1.5,9,0,1,0.2,0
quality_check,15.3,3018,3.86,0,0,38.4,13,5,0,2.4,0
dbt_model,22.2,14131,0.06,0,0,18.9,3,4,1,4.7,0
extract,33.9,5895,0.53,1,0,-12.1,3,3,0,0.2,0
load,31.5,618105,0.78,0,0,-21.1,9,4,1,5.3,0
extract,26.3,147421,0.32,0,0,-7.2,7,2,0,0.6,0
dbt_model,34.3,1070,0.33,0,0,-19.5,14,6,1,4.2,0
dbt_model,36.6,3222,0.39,0,0,-8.2,21,6,0,8.8,0
load,38.4,29385,2.45,0,0,-17.5,1,4,0,1.2,0
quality_check,38.6,17053,0.24,0,1,-5.9,20,6,2,0.0,1
quality_check,26.5,4363,0.15,0,0,-5.7,6,3,2,4.7,1
dbt_model,35.8,815551,0.03,0,0,2.6,15,1,0,3.0,0
dbt_model,27.3,59877,3.22,0,0,-3.7,22,3,0,4.3,0
dbt_model,35.1,77629,0.26,1,0,-16.2,17,6,0,0.1,0
quality_check,25.6,12001,0.83,0,0,21.9,1,5,1,0.6,0
load,30.4,115339,1.66,0,0,7.3,14,0,0,2.9,0
extract,36.6,19757,1.06,0,0,-9.8,3,4,0,0.5,0
dbt_model,42.1,23078,0.46,0,0,-16.0,6,5,1,0.1,0
extract,37.5,96529,0.02,0,0,-26.4,13,0,0,10.0,0
dbt_model,43.9,2680,0.38,0,0,-27.7,13,3,0,1.2,1
quality_check,30.3,467542,3.41,0,0,18.9,22,6,2,1.8,0
dbt_model,16.2,48621,0.06,0,0,16.9,6,2,1,2.6,0
quality_check,42.2,281957,1.19,0,0,-10.5,22,4,0,1.0,0
dbt_model,22.3,6498,0.79,0,0,24.6,10,2,0,3.8,0
dbt_model,27.2,8291,0.06,0,0,11.1,6,1,0,0.1,0
dbt_model,13.1,5658,0.82,0,0,3.7,14,2,0,1.2,0
dbt_model,24.8,54202,0.73,0,0,15.5,14,3,0,8.9,0
quality_check,18.9,40359,0.24,0,0,11.1,21,2,2,0.9,0
dbt_model,27.0,17273,0.18,0,0,2.8,23,1,0,0.7,0
load,25.9,7168,0.01,0,0,-4.3,15,6,1,0.3,0
load,29.5,4785,3.39,0,0,-1.9,15,4,2,0.6,0
quality_check,43.3,33604,0.51,0,0,-28.9,6,4,0,0.8,0
dbt_model,37.0,17241,2.8,1,0,-14.4,5,3,1,15.6,0
dbt_model,15.7,12125,1.06,0,0,32.4,14,2,0,0.7,0
dbt_model,42.0,431638,1.59,0,0,-14.9,16,6,1,4.8,0
extract,33.0,31833,2.33,0,0,-33.3,8,2,0,0.5,0
dbt_model,34.9,277081,0.17,0,0,16.3,12,0,0,0.9,0
load,30.6,15472,0.63,0,0,4.5,13,3,0,4.3,0
dbt_model,34.8,53725,0.34,0,0,5.5,11,3,0,0.3,1
extract,25.9,33230,1.06,0,0,-2.8,1,2,0,2.3,0
dbt_model,25.9,2401,0.03,0,0,16.4,11,1,1,2.2,0
load,46.9,356946,0.8,0,0,27.5,5,3,2,0.6,0
load,25.5,29253,0.5,0,0,-9.4,2,0,0,2.8,0
dbt_model,25.0,119882,0.32,0,0,11.4,11,2,0,2.7,0
dbt_model,29.6,10902,0.79,0,0,20.1,18,5,0,1.7,0
dbt_model,21.6,27896,0.79,0,0,-10.4,19,4,1,1.0,0
dbt_model,14.3,9072,0.58,0,0,27.2,8,5,0,0.3,0
dbt_model,32.6,262392,0.89,0,0,20.1,13,1,0,6.2,0
dbt_model,46.1,59769,0.15,0,0,-22.4,4,6,0,1.2,1
load,32.9,65335,1.74,0,0,28.7,6,1,1,0.7,0
quality_check,37.6,319047,1.86,0,0,-21.4,10,4,2,12.8,0
load,16.3,230993,2.64,0,0,-12.4,9,6,0,7.6,0
quality_check,38.3,123568,1.09,0,0,12.3,15,1,1,2.4,0
load,29.1,3734,0.37,0,0,18.7,17,0,2,2.1,0
extract,24.3,11931,3.45,0,1,1.8,13,2,0,1.3,0
load,31.1,7286,0.85,0,0,-11.3,0,0,0,2.4,0
extract,35.8,116314,0.68,0,0,-4.7,19,4,0,1.6,0
dbt_model,23.2,47717,0.27,0,0,-6.8,10,5,0,4.0,0
dbt_model,31.4,3925,1.0,0,0,15.1,20,4,0,15.3,0
dbt_model,42.5,26849,3.45,0,0,-7.3,6,1,1,1.7,0
extract,26.0,3325,0.82,0,1,-11.7,14,0,0,0.1,0
dbt_model,24.3,33354,2.95,0,0,-26.6,5,2,2,3.9,1
quality_check,26.0,2569,2.15,0,0,-10.7,13,6,2,7.4,0
dbt_model,41.4,84636,4.03,0,0,-2.1,20,2,1,0.3,0
dbt_model,22.3,66485,2.04,1,0,-20.3,13,6,0,14.6,0
load,42.8,768901,0.49,0,0,-31.4,23,6,0,3.8,0
extract,28.5,141011,2.19,0,0,17.6,9,5,0,0.6,0
load,33.2,18459,0.27,0,0,-18.0,3,1,2,4.1,0
load,29.4,134445,0.08,0,0,-23.6,11,1,0,0.5,0
dbt_model,23.3,3880,0.94,0,0,28.3,19,0,0,0.3,0
extract,43.3,7785,1.56,0,0,15.3,12,2,1,1.3,1
extract,20.5,61884,3.03,0,0,18.5,14,3,0,0.4,1
dbt_model,30.6,1149,0.06,0,0,9.1,19,4,0,6.1,0
dbt_model,47.7,34219,0.64,0,0,23.6,6,0,0,0.3,0
extract,35.6,7098,1.21,0,0,15.9,17,2,2,2.2,0
dbt_model,20.5,42705,0.39,0,0,-6.2,22,2,0,0.6,0
extract,17.7,6474,1.75,0,0,-19.2,4,2,0,2.1,0
dbt_model,26.7,71596,0.19,0,0,-23.1,4,4,0,2.4,0
extract,33.7,37456,2.59,0,0,-2.5,23,4,0,1.1,0
quality_check,38.2,341323,1.97,0,0,-19.8,23,6,0,3.1,0
extract,20.8,36708,0.5,0,1,-14.4,23,0,2,2.5,0
dbt_model,22.2,10616,0.81,0,0,-2.7,20,1,0,5.5,0
dbt_model,24.3,24464,0.19,0,0,25.2,6,0,0,4.1,0
quality_check,26.9,4226,2.94,0,0,-27.2,13,1,0,2.1,0
extract,51.2,69551,0.78,1,0,0.5,23,0,0,4.4,0
dbt_model,25.5,93317,0.55,0,0,-22.5,16,2,0,2.6,0
dbt_model,30.3,1887405,2.35,0,0,-10.0,12,1,0,0.5,0
dbt_model,20.3,13427,0.63,0,0,16.7,14,3,2,0.1,0
quality_check,37.2,23659,0.1,1,0,-15.3,5,3,1,0.8,0
quality_check,30.3,14454,1.14,0,0,-4.7,8,4,0,2.2,1
dbt_model,24.8,50989,0.34,0,0,2.5,17,5,0,2.7,0
quality_check,30.0,66883,1.12,0,0,12.6,23,0,0,0.2,0
dbt_model,25.0,33342,0.82,0,0,-9.9,1,1,1,5.6,0
load,37.9,206513,0.09,0,0,22.7,9,5,0,4.1,0
dbt_model,54.7,13532,2.52,0,0,-8.0,16,2,1,8.6,0
quality_check,39.9,175936,1.05,0,0,8.7,11,6,1,1.6,0
load,32.9,85956,1.69,0,0,-3.4,20,0,1,4.3,0
quality_check,26.2,35623,5.38,0,1,13.3,15,0,1,1.8,0
load,19.3,21940,0.94,0,0,36.5,8,3,2,2.1,0
dbt_model,45.6,1763248,0.15,0,0,-5.0,18,3,0,4.3,0
extract,36.1,9825,2.73,0,0,-0.3,8,0,1,5.6,0
dbt_model,28.9,58494,2.85,0,0,-7.8,9,3,0,3.4,0
dbt_model,41.1,10934,0.31,0,0,-10.5,6,2,0,0.5,0
load,37.4,632220,0.59,0,0,-12.6,23,4,2,2.5,0
dbt_model,41.7,150079,0.4,0,0,-0.3,9,5,2,3.4,0
dbt_model,33.0,12266,0.31,0,0,-14.0,22,4,1,7.6,1
dbt_model,32.1,82466,2.48,0,0,-13.4,13,6,0,3.7,0
dbt_model,24.4,54847,0.25,0,0,-57.0,3,3,0,1.2,0
dbt_model,29.5,15889,0.92,0,0,24.9,18,2,1,3.7,0
load,41.9,122157,0.41,0,0,29.6,4,0,0,4.6,0
dbt_model,28.7,67703,0.8,0,0,11.7,21,1,0,17.1,0
dbt_model,36.8,51283,3.82,0,0,-15.7,23,2,0,7.8,0
extract,22.4,33959,1.14,0,0,-22.7,13,5,0,1.5,0
extract,40.5,72380,0.69,0,0,-28.2,9,3,1,3.4,0
dbt_model,35.7,52418,0.41,0,0,11.5,11,4,1,3.2,0
load,21.6,39916,1.4,0,0,22.8,18,0,0,0.6,1
dbt_model,28.4,13021,1.47,0,0,3.0,8,2,1,0.5,0
load,45.3,545809,1.65,0,0,15.4,1,5,2,3.6,0
extract,18.0,6763,0.49,0,0,8.0,14,6,2,3.8,0
extract,23.8,71985,0.34,0,0,-13.9,17,2,2,3.7,0
load,30.7,21755,0.4,0,0,18.2,3,3,0,1.3,0
extract,56.3,606388,1.09,0,0,17.0,8,1,1,0.4,1
extract,23.7,8556,1.45,0,0,-17.8,11,6,1,1.2,0
dbt_model,34.7,11198,1.36,0,0,14.5,14,0,2,12.2,0
load,31.9,7694,0.9,0,0,-2.7,12,6,0,0.8,0
quality_check,27.8,60933,4.09,0,0,-4.7,18,4,1,2.6,0
extract,29.9,4036,0.54,0,0,7.0,15,6,0,0.8,0
load,26.9,16887,3.13,0,0,6.5,17,1,1,1.7,1
load,23.0,1160,0.68,0,0,16.0,1,0,0,1.2,0
quality_check,18.0,53352,0.86,0,0,-15.3,22,1,0,5.0,1
load,30.6,16311,7.86,1,0,10.2,10,1,0,0.7,0
dbt_model,36.2,3358,1.2,0,0,-20.9,10,1,0,0.1,0
load,35.8,206276,2.69,0,0,-3.2,18,2,1,2.8,0
dbt_model,38.4,4481,1.95,0,0,-2.0,9,1,1,1.5,0
quality_check,39.7,129976,0.96,0,0,17.5,18,5,1,2.8,0
dbt_model,29.8,11829,0.72,0,0,0.2,19,1,0,3.3,0
quality_check,31.0,470953,1.4,0,0,-4.7,13,2,1,4.6,0
dbt_model,29.9,120485,1.37,0,0,25.7,13,5,1,1.1,0
dbt_model,16.2,7238,2.35,0,0,-7.7,20,1,2,11.3,0
dbt_model,27.3,8372,1.64,0,0,-8.5,17,2,0,0.1,0
quality_check,35.2,95687,0.78,0,0,-33.8,18,2,1,4.8,0
quality_check,46.9,23865,1.64,0,0,-3.9,16,3,0,2.3,0
extract,36.5,27696,0.64,0,0,-16.9,19,2,1,1.2,1
quality_check,28.0,278057,0.19,0,0,-4.5,18,4,1,0.3,0
dbt_model,17.2,10960,1.3,0,1,4.3,19,5,1,0.0,1
dbt_model,30.6,42027,0.23,0,0,-19.5,9,3,0,1.2,0
dbt_model,42.2,167276,0.12,0,0,-14.8,17,6,0,2.5,0
load,32.5,132533,1.1,0,0,-28.8,12,4,0,2.2,1
load,36.7,28130,1.3,0,0,-9.2,20,2,0,0.3,0
load,29.8,22873,0.25,0,0,-17.0,11,1,1,0.8,0
dbt_model,33.9,2248,1.3,0,0,38.6,2,0,2,2.5,0
quality_check,14.9,6700,1.38,0,0,27.1,19,0,0,1.7,1
dbt_model,47.6,60438,0.55,0,0,24.2,12,5,0,6.8,0
quality_check,21.8,29126,1.93,0,0,-23.3,0,5,0,5.5,0
dbt_model,39.6,40940,0.1,0,0,-3.2,19,3,0,1.1,0
dbt_model,32.7,191531,1.35,0,0,-21.7,1,1,1,2.6,0
dbt_model,27.9,5433,0.09,0,0,33.2,2,3,0,4.9,0
extract,29.4,24887,0.18,1,0,15.0,17,3,0,1.1,0
extract,35.1,49115,0.36,0,0,-18.9,3,2,0,8.5,0
dbt_model,34.4,11770,2.18,0,0,6.7,6,3,0,3.4,0
dbt_model,45.7,358743,0.11,0,0,-26.7,9,3,1,0.9,1
extract,47.4,155397,1.41,0,0,-2.5,23,0,0,1.0,0
dbt_model,36.0,57769,0.98,0,0,-3.2,13,0,2,3.1,0
dbt_model,52.7,640991,0.05,0,0,13.3,23,0,2,0.9,1
dbt_model,28.9,3300,0.36,0,0,17.8,17,4,1,4.5,0
dbt_model,41.9,35869,2.1,0,0,0.4,6,6,0,11.3,0
dbt_model,37.1,65260,0.52,0,0,-4.0,13,6,1,0.5,0
dbt_model,24.8,8406,1.93,0,0,-58.2,8,4,0,1.1,1
dbt_model,34.7,58755,0.27,1,0,28.1,5,6,2,0.6,1
quality_check,33.7,6182,1.5,0,0,-11.8,12,2,0,2.1,0
dbt_model,33.9,109632,0.38,0,0,1.8,20,5,0,3.4,0
dbt_model,38.9,197310,0.23,0,0,40.7,18,3,2,0.3,0
dbt_model,40.8,56147,0.61,0,0,-21.5,6,2,0,1.0,0
dbt_model,26.9,1873,1.05,0,0,0.4,6,4,0,0.1,0
quality_check,3.1,7732,0.09,0,0,8.9,20,6,1,0.7,0
dbt_model,48.9,89638,0.42,0,0,19.7,15,3,2,7.5,0
dbt_model,29.6,37568,0.4,0,0,0.0,11,4,2,1.9,0
quality_check,17.3,487,0.32,1,0,21.2,19,1,2,1.2,1
load,25.6,265276,0.64,0,0,-7.5,0,3,0,6.2,0
quality_check,29.6,45190,0.07,0,0,9.8,18,4,1,0.2,0
load,24.9,9793,2.58,0,0,7.5,11,1,1,9.3,0
load,28.4,178425,1.38,0,0,-1.6,11,5,0,6.1,0
dbt_model,24.2,12282,0.08,0,0,5.8,15,5,2,1.7,0
quality_check,35.1,12069,0.2,0,0,-15.7,5,5,1,2.3,0
dbt_model,51.5,64431,0.37,1,0,-5.4,21,5,0,4.7,0
dbt_model,44.6,627602,0.5,0,0,-23.2,2,4,0,12.2,0
dbt_model,46.9,487838,5.89,0,0,-7.9,13,3,0,1.4,1
load,29.8,64572,1.37,1,0,20.5,11,6,1,7.8,1
load,34.5,76101,0.17,0,0,7.6,23,2,0,0.1,0
dbt_model,38.3,128849,0.52,0,0,5.5,15,0,2,6.8,0
dbt_model,22.8,4860,0.54,0,0,-28.8,9,2,0,2.5,0
dbt_model,30.2,101786,1.9,0,0,5.8,10,2,0,0.5,0
quality_check,37.9,11220,0.58,0,0,-1.1,5,4,0,6.3,0
dbt_model,42.9,60449,0.81,0,0,9.7,1,0,1,1.4,0
dbt_model,32.2,25236,2.51,0,0,24.9,10,1,0,5.1,0
quality_check,22.9,80978,0.4,0,0,-7.4,0,6,0,0.8,0
dbt_model,29.9,43869,2.17,0,0,-5.7,15,3,1,3.6,0
extract,10.7,265,0.68,0,0,16.5,21,3,1,4.5,0
dbt_model,33.4,48350,0.35,0,0,-10.9,2,0,1,2.8,1
dbt_model,36.3,101462,0.71,0,0,1.6,23,0,0,2.2,0
quality_check,31.0,74123,1.07,0,0,-35.9,2,5,2,3.4,0
extract,34.1,30818,1.03,0,0,-5.5,11,4,1,1.9,0
dbt_model,40.6,502554,0.8,0,0,23.5,14,2,1,2.4,0
dbt_model,35.4,59766,0.2,0,0,6.0,15,2,0,2.4,0
quality_check,22.6,73150,2.91,0,1,16.2,9,3,1,2.4,1
dbt_model,32.9,193143,0.45,0,1,17.2,1,5,1,1.4,0
load,36.9,64870,1.18,0,0,24.3,18,6,0,2.0,0
load,44.0,8631,1.01,0,0,-6.2,11,3,0,12.0,0
extract,23.0,734,0.46,0,0,17.0,6,2,0,5.2,0
load,35.9,16926,2.66,0,0,40.5,10,2,0,0.9,0
dbt_model,42.3,122701,0.13,0,0,-0.5,10,3,0,0.9,0
dbt_model,29.5,20641,0.66,0,0,-23.8,14,2,1,1.1,1
extract,44.8,130860,2.59,0,0,-10.7,12,2,1,2.6,0
dbt_model,43.5,46072,0.06,0,0,8.4,14,3,1,5.0,0
quality_check,48.2,285188,2.48,0,0,-29.9,22,5,0,3.7,0
dbt_model,35.5,22644,0.61,0,0,-13.7,22,1,0,1.4,0
extract,54.8,76740,0.76,0,0,-5.9,0,3,1,2.6,1
dbt_model,28.1,81586,0.89,0,0,2.0,15,1,0,1.1,0
load,55.5,401339,0.07,0,0,32.3,5,3,1,0.6,0
quality_check,34.4,2367,0.51,0,0,12.4,1,0,0,7.5,0
extract,43.0,17440,0.26,0,0,-20.0,2,3,0,3.1,0
load,31.7,141156,2.7,0,0,69.6,15,4,0,1.3,1
load,44.1,430815,1.3,0,0,-0.3,23,4,0,0.3,0
dbt_model,45.8,53322,0.46,0,0,-30.2,18,4,1,2.9,1
quality_check,21.6,22735,0.48,0,0,-18.7,3,3,1,4.4,0
dbt_model,32.9,121952,0.12,0,0,-18.6,5,4,0,0.6,0
dbt_model,15.4,145790,0.18,0,0,-24.3,19,3,1,0.3,0
dbt_model,29.6,20425,2.13,0,0,9.2,14,6,0,3.9,0
quality_check,25.8,61604,0.03,0,0,-48.0,12,4,0,2.6,0
load,33.6,240107,0.47,0,0,17.7,4,2,0,0.1,0
quality_check,63.8,747683,2.57,0,0,14.7,18,4,0,3.1,0
load,49.8,119153,2.09,0,0,-8.2,20,2,0,4.5,0
load,19.4,38972,0.78,0,0,16.5,7,4,0,5.8,0
extract,37.1,33305,3.23,0,0,-19.7,23,2,0,6.2,0
dbt_model,41.0,88595,2.96,0,0,-15.2,11,3,0,0.4,0
quality_check,28.9,30179,2.45,0,0,9.9,0,4,2,0.3,0
dbt_model,34.4,49188,0.75,0,0,-3.8,23,6,2,0.5,0
extract,31.8,6683,0.03,0,1,-11.3,4,3,1,0.9,1
extract,23.7,289320,2.21,0,0,-2.0,2,4,0,0.4,0
dbt_model,19.8,5858,0.22,0,0,23.7,10,6,1,0.4,0
dbt_model,32.6,18189,0.28,0,0,23.0,14,5,0,2.7,0
dbt_model,33.4,42452,1.19,0,0,7.7,15,0,1,1.8,1
dbt_model,31.4,878155,1.05,0,0,-6.4,22,3,1,2.0,0
extract,23.9,18466,2.77,0,0,9.4,11,4,1,2.7,0
dbt_model,29.6,12511,0.48,0,0,-15.5,3,2,0,0.5,0
extract,38.7,15043,3.82,0,0,21.0,10,1,1,0.1,0
dbt_model,36.2,516192,0.22,0,0,17.1,20,3,0,0.8,0
dbt_model,39.0,403,0.58,0,0,34.8,0,1,1,0.0,0
dbt_model,23.2,7299,0.26,0,0,-14.4,6,4,1,0.8,0
quality_check,41.6,2870687,2.54,0,0,-16.7,16,4,1,0.3,1
dbt_model,30.7,93471,0.82,0,0,9.9,4,2,1,6.3,0
quality_check,34.5,6188,0.58,0,0,-4.9,11,4,0,0.5,0
quality_check,25.1,33959,2.85,0,0,18.0,3,5,2,1.7,0
load,49.8,40454,0.23,0,0,23.7,3,1,1,1.3,0
quality_check,19.4,140617,0.26,1,0,30.7,17,2,0,0.9,0
dbt_model,52.8,689142,0.53,1,0,1.1,18,4,1,0.5,1
dbt_model,34.1,67621,1.29,0,0,15.8,0,4,2,1.9,0
dbt_model,35.7,15311,0.02,0,0,-9.3,12,4,1,4.4,0
dbt_model,46.4,127942,0.22,0,0,3.9,10,2,0,0.3,0
extract,38.0,11882,2.0,1,0,-1.0,8,0,0,2.6,1
load,22.8,6951,1.02,0,0,-1.9,16,3,0,2.1,0
load,32.7,2173,0.25,0,0,32.8,15,2,0,4.3,0
extract,44.7,2968,1.51,0,0,-24.2,3,2,1,3.3,0
quality_check,21.8,8653,0.15,0,0,-0.1,23,5,0,2.2,0
extract,48.0,5516,1.39,0,0,1.0,5,2,2,2.6,1
quality_check,36.6,59944,0.54,0,0,11.6,13,6,2,6.3,0
extract,25.0,5329,2.95,0,0,-19.7,3,4,0,3.1,1
dbt_model,15.5,237,0.35,1,0,-5.4,14,1,0,3.9,1
dbt_model,27.3,6834,0.56,0,0,-10.7,0,1,0,1.4,0
quality_check,13.3,17069,0.59,0,0,-40.5,6,4,0,1.2,0
dbt_model,26.8,13784,0.13,0,0,20.9,10,1,0,3.4,0
load,34.1,413015,0.26,0,0,-26.5,2,6,1,1.1,1
quality_check,20.9,13606,0.62,0,0,-28.9,11,2,0,1.5,0
dbt_model,41.4,148668,0.28,0,0,17.1,13,0,0,2.8,0
quality_check,30.2,35229,0.48,0,0,-6.0,22,1,0,12.2,0
quality_check,26.4,33938,3.05,0,0,-5.4,8,5,0,1.5,0
dbt_model,27.0,9541,0.81,0,0,-5.1,17,1,1,2.2,0
quality_check,35.3,33055,0.57,0,1,19.3,6,3,0,0.6,0
load,30.8,10676,0.65,0,0,-9.9,23,5,0,5.1,0
quality_check,26.4,47669,0.04,0,0,10.7,23,6,1,0.3,0
quality_check,32.7,24884,1.28,0,0,-20.5,18,1,0,0.4,0
dbt_model,29.2,8011,0.25,0,0,5.9,5,5,0,1.1,0
dbt_model,24.7,177554,4.81,0,0,16.2,23,4,1,2.2,1
quality_check,30.8,71893,0.03,0,0,25.3,9,1,0,3.9,0
dbt_model,36.2,17731,1.84,0,0,-27.9,5,3,0,0.8,0
dbt_model,37.8,45834,3.09,0,0,-5.3,9,0,1,5.6,0
dbt_model,29.9,31757,0.07,0,1,28.8,4,1,0,10.1,0
dbt_model,35.9,9062,3.35,0,0,16.6,8,6,0,8.3,0
extract,23.6,40651,0.27,0,0,-3.6,9,2,0,1.0,0
load,22.0,13445,0.42,0,0,0.1,23,2,1,5.5,0
extract,27.4,8007,2.45,0,0,5.3,11,0,1,5.7,1
extract,41.2,2706,0.34,1,0,-6.7,17,2,1,3.9,1
load,32.7,20460,2.47,0,0,9.8,19,0,2,2.3,0
dbt_model,31.3,89962,0.21,0,0,8.8,22,5,1,6.1,0
dbt_model,44.2,11950,1.32,0,0,-20.1,12,2,0,1.0,0
quality_check,36.7,2049556,0.89,0,0,-8.8,14,6,0,2.0,0
dbt_model,54.8,149806,2.8,0,0,-8.2,22,5,0,5.3,0
extract,31.3,292707,0.95,0,0,-4.6,16,5,0,3.4,0
quality_check,25.3,129623,2.18,1,0,4.9,6,2,1,5.9,0
dbt_model,35.9,704035,0.24,0,0,3.2,14,6,1,2.2,0
dbt_model,27.8,10309,0.27,0,0,-13.0,13,3,1,3.5,0
load,17.9,603,0.96,1,0,24.1,14,0,1,0.9,0
load,54.4,17786,7.46,0,0,0.1,15,0,1,3.3,0
dbt_model,36.7,88711,0.48,0,0,26.3,10,6,0,4.0,0
quality_check,36.8,46278,1.34,0,0,25.9,3,6,0,3.6,0
dbt_model,28.8,56429,0.08,0,0,-19.1,8,4,0,2.3,0
